0.149176 8192
0.159176 8192
0.169176 8192
0.179176 8192
0.189176 8192
0.199176 8192
0.209176 8192
0.219176 8192
0.229176 8192
0.239176 8192
0.249176 8192
0.259176 8192
0.269176 8192
0.279176 8192
0.289176 8192
0.299176 8192
0.309176 8192
0.319176 8192
0.329176 8192
0.339176 8192
0.349176 8192
0.359176 8192
0.369176 8192
0.379176 8192
0.389176 8192
0.399176 8192
0.409176 8192
0.419176 8192
0.429176 8192
0.439176 8192
0.449176 8192
0.459176 8192
0.469176 8192
0.479176 8192
0.489176 8192
0.499176 8192
0.509176 8192
0.519176 8192
0.529176 8192
0.539176 8192
0.549176 8192
0.559176 8192
0.569176 8192
0.579176 8192
0.589176 8192
0.601322 8192
0.617388 8192
0.633454 8192
0.641191 8192
0.646151 8192
0.651111 8192
0.659176 8192
0.669705 8192
0.680218 8192
0.699061 8192
0.715127 8192
0.731192 8192
0.738929 8192
0.743889 8192
0.759955 8192
0.776021 8192
0.792087 8192
0.8026 8192
0.815889 8192
0.826402 8192
0.834138 8192
0.844651 8192
0.855164 8192
0.868454 8192
0.87619 8192
0.883927 8192
0.897216 8192
0.907729 8192
0.915465 8192
0.925978 8192
0.939268 8192
0.949781 8192
0.954741 8192
0.96803 8192
0.978543 8192
0.98628 8192
0.996792 8192
1.00731 8192
1.02059 8192
1.02555 8192
1.03607 8192
1.04936 8192
1.05709 8192
1.06761 8192
1.07812 8192
1.09141 8192
1.09637 8192
1.10688 8192
1.12017 8192
1.12791 8192
1.13564 8192
1.14893 8192
1.15945 8192
1.16718 8192
1.1777 8192
1.18821 8192
1.2015 8192
1.20646 8192
1.21975 8192
1.23026 8192
1.238 8192
1.24851 8192
1.25902 8192
1.27231 8192
1.27727 8192
1.28779 8192
1.30107 8192
1.30603 8192
1.31655 8192
1.32984 8192
1.34313 8192
1.34809 8192
1.3586 8192
1.37189 8192
1.37685 8192
1.38736 8192
1.40065 8192
1.40839 8192
1.41612 8192
1.42941 8192
1.43993 8192
1.44766 8192
1.45818 8192
1.46869 8192
1.48198 8192
1.48694 8192
1.50023 8192
1.51074 8192
1.5157 8192
1.52899 8192
1.5395 8192
1.55279 8192
1.55775 8192
1.56827 8192
1.58155 8192
1.58651 8192
1.59703 8192
1.61032 8192
1.61805 8192
1.62857 8192
1.63908 8192
1.65237 8192
1.65733 8192
1.66784 8192
1.68113 8192
1.68609 8192
1.6966 8192
1.70989 8192
1.72041 8192
1.72537 8192
1.73866 8192
1.75195 8192
1.75691 8192
1.76742 8192
1.78071 8192
1.78844 8192
1.79618 8192
1.80947 8192
1.81998 8192
1.82772 8192
1.83823 8192
1.84875 8192
1.86203 8192
1.86699 8192
1.87751 8192
1.8908 8192
1.89576 8192
1.90905 8192
1.91956 8192
1.93285 8192
1.93781 8192
1.94832 8192
1.96161 8192
1.96657 8192
1.97708 8192
1.99037 8192
1.99811 8192
2.00585 8192
2.01914 8192
2.03243 8192
2.03739 8192
2.0479 8192
2.06119 8192
2.06615 8192
2.07666 8192
2.08995 8192
2.10046 8192
2.10542 8192
2.11871 8192
2.12923 8192
2.13696 8192
2.14747 8192
2.15799 8192
2.17128 8192
2.17624 8192
2.18953 8192
2.20004 8192
2.20778 8192
2.21829 8192
2.2288 8192
2.23654 8192
2.24427 8192
2.25479 8192
2.26252 8192
2.27026 8192
2.278 8192
2.28851 8192
2.29625 8192
2.30398 8192
2.3145 8192
2.32223 8192
2.32997 8192
2.34048 8192
2.34544 8192
2.35318 8192
2.36091 8192
2.36865 8192
2.37916 8192
2.3869 8192
2.39464 8192
2.3996 8192
2.41011 8192
2.41918 8192
2.42918 8192
2.43918 8192
2.44918 8192
2.46045 8192
2.46918 8192
2.47918 8192
2.48918 8192
2.49918 8192
2.50918 8192
2.51918 8192
2.52969 8192
2.53918 8192
2.54918 8192
2.55918 8192
2.56918 8192
2.57918 8192
2.58918 8192
2.59969 8192
2.60918 8192
2.61918 8192
2.62918 8192
2.63918 8192
2.64918 8192
2.65918 8192
2.66969 8192
2.67918 8192
2.68918 8192
2.69918 8192
2.70918 8192
2.71918 8192
2.72918 8192
2.73969 8192
2.74918 8192
2.75918 8192
2.76918 8192
2.77918 8192
2.78918 8192
2.79918 8192
2.80969 8192
2.81918 8192
2.82918 8192
2.83918 8192
2.84918 8192
2.85918 8192
2.86918 8192
2.87969 8192
2.88918 8192
2.89918 8192
2.90918 8192
2.91918 8192
2.92918 8192
2.93918 8192
