0.596362 4288
0.604099 4288
0.606875 4288
0.609652 4288
0.612428 4288
0.620165 4288
0.622941 4288
0.625718 4288
0.628494 4288
0.636231 4288
0.661969 4288
0.664745 4288
0.672482 4288
0.675258 4288
0.682995 4288
0.685771 4288
0.688548 4288
0.691324 4288
0.694101 4288
0.701837 4288
0.704614 4288
0.70739 4288
0.710167 4288
0.717903 4288
0.72068 4288
0.723456 4288
0.726232 4288
0.733969 4288
0.746665 4288
0.749442 4288
0.752218 4288
0.754995 4288
0.762731 4288
0.765508 4288
0.768284 4288
0.771061 4288
0.778797 4288
0.781574 4288
0.78435 4288
0.787127 4288
0.794863 4288
0.79764 4288
0.805376 4288
0.808152 4288
0.810929 4288
0.818665 4288
0.821442 4288
0.829178 4288
0.836915 4288
0.839691 4288
0.847428 4288
0.850204 4288
0.857941 4288
0.860717 4288
0.863494 4288
0.87123 4288
0.878967 4288
0.886703 4288
0.88948 4288
0.892256 4288
0.899992 4288
0.902769 4288
1.26735 85760
1.39291 42880
1.45322 47168
1.50578 42880
1.54228 38592
1.56331 34304
1.58929 30016
1.60536 34304
1.63134 30016
1.64741 25728
1.67062 21440
1.68887 30016
1.70493 21440
1.71545 25728
1.73092 21440
1.75968 21440
1.78348 17152
1.80451 12864
1.81502 21440
1.84379 17152
1.86977 17152
1.88584 12864
1.90131 17152
1.92789 12864
1.94336 17152
1.9511 12864
1.95665 17152
1.97212 12864
1.97986 12864
1.98541 17152
3.05195 25728
3.12195 64320
3.12473 34304
3.19195 21440
3.19473 12864
3.19751 424512
3.20028 4288
3.26195 4288
3.26473 4288
3.26751 4288
3.27028 4288
3.27802 4288
3.33195 4288
3.33473 4288
3.33751 4288
3.34028 4288
3.34802 4288
3.35079 4288
3.35357 4288
3.35635 4288
3.35912 4288
3.36686 4288
3.36964 4288
3.37241 4288
3.40195 4288
3.40473 4288
3.40751 4288
3.41524 4288
3.41802 4288
3.42079 4288
3.42357 4288
3.42635 4288
3.43408 4288
3.43686 4288
3.43964 4288
3.44241 4288
3.45015 4288
3.45293 4288
3.46066 4288
3.46344 4288
3.46622 4288
3.48387 4288
3.48665 4288
3.49439 4288
3.49716 4288
3.49994 4288
3.50767 4288
3.51045 4288
3.51323 4288
3.52096 4288
3.52374 4288
3.53148 4288
3.53425 4288
3.54199 4288
3.54477 4288
3.5525 4288
3.55528 4288
3.56798 4288
3.57075 4288
3.57849 4288
3.58127 4288
3.58404 4288
3.59178 4288
3.59455 4288
3.60229 4288
3.60507 4288
3.60784 4288
3.61558 4288
3.62332 4288
3.62609 4288
3.63383 4288
3.63661 4288
3.64434 4288
3.64712 4288
3.65486 4288
3.65763 4288
3.66537 4288
3.66815 4288
3.67588 4288
3.67866 4288
3.68639 4288
3.68917 4288
3.69691 4288
3.69968 4288
3.70742 4288
3.7102 4288
3.71793 4288
3.72071 4288
3.72845 4288
3.73122 4288
3.73896 4288
3.74174 4288
3.74947 4288
3.75225 4288
3.75999 4288
3.76276 4288
3.7705 4288
3.77327 4288
3.78101 4288
3.78875 4288
3.79152 4288
3.79926 4288
3.80204 4288
3.80977 4288
3.81255 4288
3.82029 4288
3.82306 4288
3.8308 4288
3.83854 4288
3.84131 4288
3.84905 4288
3.85183 4288
3.85956 4288
3.86234 4288
3.87007 4288
3.87285 4288
3.88059 4288
3.88336 4288
3.8911 4288
3.89884 4288
3.90161 4288
3.90935 4288
3.91213 4288
3.91986 4288
3.92264 4288
3.93038 4288
3.93315 4288
3.94089 4288
3.94863 4288
3.9514 4288
3.95914 4288
3.96191 4288
3.96469 4288
3.97243 4288
3.9752 4288
3.98294 4288
3.98572 4288
3.99345 4288
3.99623 4288
4.00397 4288
4.0117 4288
4.01448 4288
4.02222 4288
4.02499 4288
4.03273 4288
4.03551 4288
4.04324 4288
4.05098 4288
4.05375 4288
4.06149 4288
